,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
55194,2014.0,4.0,1260.0,76.0,1454.0,72.0,H,0.0,24.0,48.0,7.0,14.0,21.0,33.0,6.0,20.0,10.0,11.0,9.0,1.0,21.0,24.0,51.0,8.0,22.0,16.0,17.0,8.0,23.0,15.0,18.0,6.0,4.0,24.0
55197,2014.0,4.0,1276.0,69.0,1262.0,42.0,H,0.0,20.0,53.0,5.0,18.0,24.0,32.0,14.0,25.0,13.0,7.0,10.0,2.0,11.0,14.0,49.0,4.0,17.0,10.0,12.0,10.0,23.0,7.0,15.0,5.0,0.0,24.0
55198,2014.0,4.0,1277.0,98.0,1270.0,56.0,H,0.0,42.0,81.0,10.0,26.0,4.0,5.0,18.0,48.0,32.0,15.0,4.0,4.0,12.0,20.0,73.0,9.0,34.0,7.0,11.0,9.0,20.0,10.0,8.0,10.0,3.0,9.0
55205,2014.0,4.0,1294.0,60.0,1243.0,58.0,A,0.0,21.0,52.0,3.0,13.0,15.0,25.0,13.0,36.0,12.0,15.0,6.0,0.0,28.0,20.0,59.0,2.0,19.0,16.0,33.0,16.0,24.0,15.0,9.0,7.0,3.0,22.0
55206,2014.0,4.0,1301.0,98.0,1111.0,77.0,H,0.0,39.0,63.0,5.0,11.0,15.0,22.0,9.0,23.0,19.0,11.0,6.0,1.0,20.0,28.0,57.0,6.0,19.0,15.0,22.0,10.0,19.0,11.0,15.0,8.0,5.0,22.0
55208,2014.0,4.0,1304.0,79.0,1195.0,55.0,H,0.0,25.0,48.0,5.0,10.0,24.0,31.0,7.0,26.0,6.0,9.0,7.0,1.0,22.0,19.0,43.0,6.0,15.0,11.0,21.0,3.0,20.0,8.0,16.0,3.0,2.0,21.0
55209,2014.0,4.0,1314.0,84.0,1324.0,61.0,H,0.0,33.0,55.0,5.0,13.0,13.0,20.0,10.0,31.0,25.0,18.0,10.0,2.0,17.0,20.0,55.0,8.0,25.0,13.0,18.0,6.0,16.0,13.0,14.0,10.0,0.0,19.0
55211,2014.0,4.0,1328.0,82.0,1104.0,73.0,N,0.0,28.0,63.0,7.0,21.0,19.0,25.0,17.0,21.0,16.0,9.0,7.0,5.0,18.0,29.0,61.0,3.0,15.0,12.0,17.0,15.0,22.0,4.0,14.0,6.0,2.0,22.0
55212,2014.0,4.0,1329.0,117.0,1290.0,62.0,H,0.0,38.0,62.0,12.0,21.0,29.0,41.0,12.0,32.0,22.0,13.0,12.0,3.0,29.0,18.0,54.0,4.0,19.0,22.0,38.0,11.0,22.0,5.0,22.0,8.0,1.0,31.0
55213,2014.0,4.0,1332.0,82.0,1207.0,75.0,N,0.0,20.0,49.0,6.0,22.0,36.0,44.0,16.0,24.0,15.0,13.0,9.0,2.0,28.0,27.0,59.0,1.0,15.0,20.0,30.0,14.0,18.0,12.0,11.0,7.0,6.0,31.0
55215,2014.0,4.0,1338.0,88.0,1366.0,55.0,H,0.0,26.0,52.0,7.0,15.0,29.0,38.0,16.0,31.0,16.0,16.0,7.0,5.0,21.0,20.0,64.0,5.0,20.0,10.0,14.0,16.0,12.0,9.0,17.0,6.0,3.0,27.0
55217,2014.0,4.0,1344.0,82.0,1130.0,78.0,H,1.0,24.0,56.0,4.0,15.0,30.0,36.0,11.0,25.0,13.0,16.0,7.0,4.0,28.0,26.0,51.0,6.0,15.0,20.0,24.0,2.0,18.0,11.0,17.0,3.0,1.0,27.0
55220,2014.0,4.0,1350.0,71.0,1174.0,69.0,H,0.0,25.0,58.0,3.0,19.0,18.0,27.0,9.0,32.0,10.0,13.0,5.0,4.0,26.0,19.0,51.0,4.0,21.0,27.0,37.0,7.0,28.0,8.0,13.0,5.0,4.0,23.0
55224,2014.0,4.0,1361.0,77.0,1415.0,41.0,H,0.0,23.0,55.0,4.0,13.0,27.0,37.0,15.0,31.0,14.0,14.0,13.0,6.0,22.0,16.0,52.0,1.0,9.0,8.0,23.0,14.0,18.0,4.0,21.0,6.0,6.0,27.0
55229,2014.0,4.0,1387.0,87.0,1369.0,64.0,H,0.0,33.0,64.0,3.0,19.0,18.0,23.0,11.0,27.0,19.0,14.0,10.0,2.0,19.0,21.0,56.0,5.0,21.0,17.0,23.0,11.0,23.0,9.0,19.0,12.0,5.0,17.0
55231,2014.0,4.0,1390.0,72.0,1137.0,68.0,H,0.0,26.0,54.0,5.0,15.0,15.0,21.0,9.0,29.0,11.0,10.0,3.0,6.0,10.0,27.0,63.0,6.0,21.0,8.0,9.0,8.0,24.0,14.0,7.0,2.0,0.0,16.0
55233,2014.0,4.0,1393.0,82.0,1165.0,60.0,H,0.0,30.0,56.0,10.0,20.0,12.0,18.0,11.0,27.0,19.0,14.0,12.0,6.0,13.0,22.0,54.0,10.0,32.0,6.0,8.0,7.0,19.0,13.0,17.0,4.0,3.0,16.0
55234,2014.0,4.0,1400.0,76.0,1273.0,73.0,H,0.0,26.0,59.0,7.0,15.0,17.0,28.0,13.0,27.0,14.0,13.0,4.0,7.0,18.0,25.0,63.0,10.0,30.0,13.0,21.0,13.0,24.0,17.0,13.0,7.0,4.0,22.0
55239,2014.0,4.0,1411.0,95.0,1313.0,83.0,H,0.0,33.0,56.0,8.0,17.0,21.0,32.0,9.0,22.0,21.0,6.0,2.0,7.0,14.0,32.0,72.0,8.0,19.0,11.0,15.0,21.0,20.0,19.0,10.0,3.0,6.0,25.0
55240,2014.0,4.0,1417.0,72.0,1180.0,67.0,H,0.0,29.0,63.0,5.0,14.0,9.0,13.0,8.0,30.0,16.0,11.0,8.0,4.0,15.0,24.0,63.0,5.0,23.0,14.0,20.0,11.0,28.0,11.0,11.0,4.0,0.0,16.0
55245,2014.0,4.0,1433.0,96.0,1229.0,58.0,H,0.0,36.0,65.0,9.0,20.0,15.0,26.0,13.0,33.0,26.0,16.0,14.0,4.0,21.0,20.0,63.0,4.0,23.0,14.0,21.0,14.0,21.0,9.0,22.0,6.0,0.0,22.0
55247,2014.0,4.0,1437.0,75.0,1248.0,59.0,H,0.0,21.0,54.0,5.0,30.0,28.0,38.0,14.0,27.0,16.0,7.0,6.0,6.0,16.0,20.0,51.0,11.0,24.0,8.0,15.0,8.0,24.0,15.0,16.0,3.0,1.0,27.0
55248,2014.0,4.0,1438.0,61.0,1241.0,41.0,H,0.0,25.0,60.0,4.0,18.0,7.0,14.0,14.0,31.0,9.0,9.0,7.0,1.0,12.0,15.0,48.0,6.0,25.0,5.0,6.0,2.0,25.0,8.0,13.0,7.0,4.0,15.0
55250,2014.0,4.0,1444.0,70.0,1308.0,64.0,N,0.0,22.0,53.0,10.0,25.0,16.0,20.0,8.0,22.0,8.0,10.0,2.0,4.0,26.0,19.0,55.0,1.0,11.0,25.0,40.0,22.0,25.0,9.0,9.0,4.0,3.0,17.0
55253,2014.0,4.0,1452.0,77.0,1291.0,62.0,H,0.0,28.0,50.0,6.0,17.0,15.0,18.0,6.0,22.0,16.0,8.0,6.0,2.0,16.0,22.0,55.0,7.0,21.0,11.0,15.0,12.0,18.0,12.0,10.0,2.0,1.0,15.0
55254,2014.0,4.0,1458.0,86.0,1385.0,75.0,N,0.0,25.0,54.0,11.0,23.0,25.0,30.0,14.0,20.0,13.0,10.0,3.0,2.0,23.0,28.0,58.0,2.0,13.0,17.0,23.0,15.0,19.0,10.0,12.0,3.0,5.0,28.0
55256,2014.0,4.0,1462.0,83.0,1205.0,59.0,H,0.0,28.0,53.0,5.0,10.0,22.0,40.0,13.0,32.0,13.0,15.0,10.0,3.0,23.0,21.0,52.0,2.0,11.0,15.0,26.0,6.0,21.0,14.0,13.0,10.0,6.0,29.0
55263,2014.0,5.0,1173.0,81.0,1236.0,80.0,H,0.0,29.0,63.0,7.0,13.0,16.0,23.0,15.0,26.0,14.0,14.0,5.0,4.0,22.0,28.0,65.0,7.0,21.0,17.0,21.0,14.0,21.0,17.0,16.0,6.0,7.0,21.0
55267,2014.0,5.0,1184.0,68.0,1244.0,60.0,A,0.0,22.0,49.0,7.0,17.0,17.0,22.0,5.0,23.0,10.0,16.0,11.0,2.0,21.0,19.0,48.0,4.0,19.0,18.0,24.0,10.0,24.0,10.0,23.0,7.0,3.0,21.0
55269,2014.0,5.0,1211.0,100.0,1136.0,76.0,H,0.0,36.0,67.0,7.0,19.0,21.0,28.0,10.0,29.0,16.0,8.0,9.0,1.0,18.0,27.0,60.0,4.0,21.0,18.0,23.0,7.0,23.0,5.0,14.0,5.0,2.0,23.0
55270,2014.0,5.0,1218.0,78.0,1444.0,68.0,H,0.0,24.0,53.0,7.0,21.0,23.0,29.0,12.0,24.0,11.0,13.0,2.0,3.0,21.0,20.0,47.0,8.0,23.0,20.0,28.0,6.0,16.0,6.0,11.0,4.0,2.0,25.0
55274,2014.0,5.0,1257.0,70.0,1158.0,48.0,H,0.0,26.0,68.0,4.0,18.0,14.0,23.0,20.0,21.0,13.0,3.0,12.0,6.0,14.0,20.0,48.0,4.0,14.0,4.0,10.0,10.0,28.0,8.0,21.0,0.0,4.0,22.0
55276,2014.0,5.0,1264.0,99.0,1247.0,90.0,A,2.0,33.0,73.0,12.0,27.0,21.0,29.0,24.0,27.0,26.0,19.0,7.0,6.0,30.0,27.0,65.0,6.0,19.0,30.0,40.0,14.0,19.0,24.0,12.0,5.0,5.0,20.0
55277,2014.0,5.0,1307.0,88.0,1105.0,52.0,H,0.0,31.0,53.0,4.0,13.0,22.0,39.0,13.0,35.0,19.0,9.0,4.0,8.0,18.0,15.0,56.0,8.0,32.0,14.0,20.0,9.0,18.0,7.0,8.0,4.0,2.0,28.0
55278,2014.0,5.0,1308.0,70.0,1398.0,55.0,N,0.0,22.0,47.0,4.0,14.0,22.0,28.0,12.0,29.0,11.0,17.0,3.0,7.0,15.0,21.0,55.0,3.0,7.0,10.0,19.0,10.0,13.0,7.0,9.0,7.0,4.0,19.0
55282,2014.0,5.0,1326.0,89.0,1288.0,50.0,H,0.0,31.0,65.0,11.0,25.0,16.0,22.0,17.0,38.0,18.0,16.0,3.0,5.0,16.0,20.0,65.0,3.0,18.0,7.0,15.0,12.0,22.0,7.0,12.0,4.0,1.0,22.0
55292,2014.0,5.0,1386.0,74.0,1436.0,64.0,A,0.0,24.0,52.0,6.0,16.0,20.0,30.0,11.0,30.0,10.0,14.0,3.0,4.0,22.0,20.0,51.0,4.0,17.0,20.0,29.0,6.0,22.0,11.0,9.0,6.0,7.0,26.0
55300,2014.0,6.0,1149.0,95.0,1174.0,93.0,A,0.0,34.0,68.0,12.0,24.0,15.0,24.0,14.0,25.0,14.0,10.0,9.0,2.0,17.0,34.0,73.0,12.0,35.0,13.0,15.0,16.0,24.0,14.0,12.0,7.0,6.0,20.0
55301,2014.0,6.0,1160.0,91.0,1404.0,65.0,H,0.0,29.0,49.0,5.0,14.0,28.0,34.0,9.0,37.0,19.0,18.0,8.0,3.0,18.0,22.0,63.0,12.0,29.0,9.0,17.0,10.0,16.0,13.0,12.0,5.0,1.0,24.0
55305,2014.0,6.0,1217.0,82.0,1221.0,72.0,N,0.0,29.0,63.0,6.0,17.0,18.0,21.0,14.0,30.0,18.0,12.0,5.0,6.0,20.0,25.0,60.0,5.0,14.0,17.0,21.0,6.0,21.0,8.0,10.0,5.0,5.0,22.0
55308,2014.0,6.0,1234.0,83.0,1303.0,75.0,H,0.0,21.0,56.0,3.0,14.0,38.0,49.0,20.0,29.0,12.0,18.0,7.0,7.0,15.0,28.0,71.0,8.0,28.0,11.0,16.0,17.0,20.0,14.0,16.0,11.0,2.0,30.0
55309,2014.0,6.0,1235.0,95.0,1423.0,62.0,H,0.0,33.0,63.0,15.0,32.0,14.0,19.0,13.0,38.0,21.0,11.0,1.0,6.0,21.0,19.0,64.0,5.0,16.0,19.0,24.0,12.0,20.0,11.0,7.0,5.0,3.0,16.0
55310,2014.0,6.0,1246.0,93.0,1297.0,63.0,H,0.0,30.0,55.0,7.0,22.0,26.0,38.0,16.0,35.0,12.0,12.0,3.0,5.0,14.0,21.0,64.0,9.0,35.0,12.0,15.0,9.0,14.0,7.0,7.0,2.0,0.0,25.0
55312,2014.0,6.0,1269.0,86.0,1130.0,73.0,N,0.0,32.0,66.0,6.0,11.0,16.0,24.0,20.0,23.0,9.0,13.0,10.0,3.0,21.0,24.0,54.0,8.0,20.0,17.0,22.0,9.0,19.0,14.0,16.0,5.0,4.0,23.0
55315,2014.0,6.0,1331.0,74.0,1409.0,68.0,A,0.0,22.0,57.0,1.0,7.0,29.0,37.0,17.0,28.0,6.0,17.0,8.0,6.0,25.0,25.0,50.0,1.0,9.0,17.0,36.0,6.0,22.0,8.0,14.0,10.0,5.0,27.0
55318,2014.0,6.0,1464.0,75.0,1184.0,67.0,N,0.0,22.0,54.0,9.0,26.0,22.0,29.0,13.0,32.0,16.0,13.0,4.0,1.0,24.0,19.0,54.0,8.0,30.0,21.0,29.0,8.0,22.0,8.0,11.0,7.0,0.0,24.0
55319,2014.0,7.0,1112.0,91.0,1253.0,57.0,H,0.0,34.0,58.0,7.0,17.0,16.0,24.0,11.0,34.0,22.0,11.0,6.0,5.0,18.0,17.0,63.0,5.0,23.0,18.0,26.0,15.0,14.0,12.0,9.0,5.0,1.0,20.0
55321,2014.0,7.0,1140.0,112.0,1390.0,103.0,A,0.0,38.0,71.0,8.0,15.0,28.0,43.0,14.0,25.0,23.0,11.0,8.0,3.0,24.0,34.0,74.0,9.0,27.0,26.0,34.0,17.0,22.0,14.0,16.0,5.0,4.0,28.0
55323,2014.0,7.0,1163.0,80.0,1463.0,62.0,H,0.0,26.0,46.0,11.0,17.0,17.0,23.0,4.0,27.0,16.0,11.0,7.0,13.0,23.0,20.0,63.0,6.0,19.0,16.0,25.0,22.0,21.0,11.0,14.0,4.0,4.0,24.0
55324,2014.0,7.0,1166.0,96.0,1282.0,70.0,H,0.0,35.0,68.0,13.0,28.0,13.0,21.0,13.0,38.0,27.0,14.0,3.0,5.0,9.0,29.0,77.0,7.0,24.0,5.0,9.0,11.0,24.0,13.0,8.0,10.0,2.0,23.0
55326,2014.0,7.0,1211.0,93.0,1161.0,61.0,H,0.0,34.0,59.0,14.0,31.0,11.0,16.0,9.0,30.0,16.0,10.0,7.0,3.0,19.0,18.0,56.0,5.0,17.0,20.0,28.0,12.0,21.0,8.0,9.0,6.0,1.0,17.0
55330,2014.0,7.0,1308.0,95.0,1218.0,88.0,A,0.0,30.0,52.0,6.0,14.0,29.0,40.0,9.0,31.0,13.0,18.0,4.0,6.0,22.0,30.0,70.0,7.0,20.0,21.0,30.0,12.0,15.0,12.0,9.0,9.0,6.0,26.0
55332,2014.0,7.0,1328.0,95.0,1317.0,82.0,H,0.0,36.0,68.0,8.0,18.0,15.0,24.0,9.0,27.0,15.0,11.0,10.0,5.0,18.0,30.0,67.0,8.0,18.0,14.0,20.0,11.0,28.0,13.0,16.0,4.0,2.0,22.0
55345,2014.0,7.0,1444.0,63.0,1398.0,52.0,N,0.0,21.0,55.0,4.0,19.0,17.0,20.0,10.0,27.0,10.0,10.0,5.0,4.0,13.0,20.0,63.0,3.0,23.0,9.0,10.0,12.0,25.0,13.0,12.0,4.0,4.0,15.0
55346,2014.0,7.0,1454.0,81.0,1172.0,77.0,A,0.0,23.0,53.0,3.0,17.0,32.0,40.0,10.0,28.0,10.0,14.0,7.0,3.0,19.0,29.0,66.0,8.0,21.0,11.0,15.0,12.0,23.0,13.0,14.0,7.0,2.0,26.0
55347,2014.0,7.0,1455.0,66.0,1443.0,49.0,H,0.0,24.0,52.0,3.0,11.0,15.0,22.0,10.0,30.0,16.0,12.0,9.0,12.0,16.0,18.0,63.0,7.0,30.0,6.0,12.0,20.0,22.0,8.0,17.0,3.0,3.0,22.0
55348,2014.0,8.0,1107.0,71.0,1312.0,65.0,H,0.0,24.0,54.0,8.0,21.0,15.0,20.0,11.0,20.0,16.0,8.0,6.0,3.0,15.0,26.0,51.0,5.0,13.0,8.0,12.0,7.0,21.0,11.0,11.0,6.0,3.0,18.0
55349,2014.0,8.0,1113.0,90.0,1275.0,54.0,H,0.0,35.0,63.0,16.0,31.0,4.0,13.0,11.0,37.0,26.0,13.0,5.0,7.0,14.0,19.0,58.0,4.0,20.0,12.0,14.0,4.0,23.0,9.0,10.0,8.0,4.0,16.0
55350,2014.0,8.0,1124.0,66.0,1376.0,64.0,H,0.0,19.0,50.0,6.0,17.0,22.0,41.0,18.0,28.0,12.0,15.0,4.0,6.0,26.0,18.0,50.0,3.0,8.0,25.0,36.0,11.0,24.0,14.0,8.0,9.0,4.0,29.0
55355,2014.0,8.0,1153.0,68.0,1301.0,57.0,H,0.0,21.0,53.0,3.0,8.0,23.0,31.0,17.0,26.0,7.0,11.0,5.0,9.0,23.0,19.0,58.0,7.0,19.0,12.0,21.0,16.0,20.0,7.0,8.0,5.0,3.0,23.0
55363,2014.0,8.0,1203.0,108.0,1263.0,81.0,H,0.0,38.0,70.0,11.0,28.0,21.0,28.0,16.0,33.0,21.0,13.0,3.0,9.0,19.0,32.0,74.0,5.0,19.0,12.0,24.0,15.0,21.0,14.0,11.0,11.0,2.0,24.0
55367,2014.0,8.0,1235.0,80.0,1394.0,50.0,H,0.0,28.0,53.0,11.0,25.0,13.0,21.0,7.0,33.0,18.0,11.0,5.0,3.0,15.0,18.0,63.0,6.0,22.0,8.0,12.0,14.0,25.0,9.0,11.0,6.0,1.0,18.0
55368,2014.0,8.0,1242.0,94.0,1181.0,83.0,N,0.0,32.0,57.0,3.0,8.0,27.0,35.0,9.0,30.0,18.0,10.0,7.0,3.0,24.0,30.0,58.0,7.0,18.0,16.0,28.0,5.0,19.0,15.0,10.0,5.0,1.0,29.0
55372,2014.0,8.0,1257.0,97.0,1220.0,69.0,H,0.0,35.0,68.0,12.0,31.0,15.0,24.0,13.0,21.0,19.0,5.0,10.0,3.0,15.0,25.0,55.0,14.0,25.0,5.0,7.0,9.0,26.0,10.0,22.0,1.0,1.0,22.0
55373,2014.0,8.0,1264.0,71.0,1162.0,70.0,A,0.0,19.0,39.0,10.0,12.0,23.0,40.0,9.0,24.0,10.0,16.0,4.0,5.0,27.0,22.0,46.0,4.0,15.0,22.0,35.0,9.0,22.0,10.0,11.0,7.0,4.0,30.0
55375,2014.0,8.0,1269.0,92.0,1261.0,90.0,H,0.0,29.0,61.0,6.0,13.0,28.0,40.0,10.0,30.0,16.0,13.0,5.0,5.0,25.0,34.0,76.0,7.0,22.0,15.0,25.0,16.0,27.0,20.0,13.0,7.0,8.0,29.0
55376,2014.0,8.0,1276.0,93.0,1354.0,59.0,H,0.0,31.0,61.0,15.0,28.0,16.0,19.0,9.0,34.0,19.0,9.0,6.0,5.0,15.0,21.0,59.0,6.0,14.0,11.0,19.0,8.0,22.0,11.0,9.0,6.0,4.0,13.0
55377,2014.0,8.0,1277.0,78.0,1246.0,74.0,N,0.0,30.0,63.0,5.0,12.0,13.0,17.0,10.0,22.0,17.0,7.0,13.0,3.0,27.0,25.0,55.0,4.0,20.0,20.0,36.0,18.0,26.0,8.0,17.0,1.0,6.0,19.0
55381,2014.0,8.0,1304.0,62.0,1442.0,47.0,H,0.0,22.0,50.0,5.0,13.0,13.0,22.0,8.0,26.0,6.0,9.0,7.0,1.0,16.0,17.0,45.0,4.0,19.0,9.0,15.0,5.0,25.0,7.0,15.0,5.0,2.0,18.0
55382,2014.0,8.0,1305.0,60.0,1142.0,58.0,A,0.0,21.0,56.0,6.0,16.0,12.0,17.0,11.0,19.0,5.0,9.0,9.0,2.0,15.0,22.0,50.0,5.0,21.0,9.0,12.0,11.0,26.0,13.0,17.0,5.0,3.0,17.0
55383,2014.0,8.0,1326.0,79.0,1325.0,69.0,H,0.0,18.0,44.0,5.0,18.0,38.0,51.0,12.0,22.0,9.0,9.0,4.0,4.0,21.0,24.0,54.0,5.0,17.0,16.0,21.0,11.0,22.0,6.0,14.0,2.0,1.0,34.0
55384,2014.0,8.0,1329.0,93.0,1430.0,40.0,H,0.0,31.0,66.0,14.0,33.0,17.0,22.0,15.0,28.0,19.0,7.0,18.0,6.0,13.0,14.0,48.0,5.0,24.0,7.0,9.0,7.0,24.0,11.0,23.0,3.0,2.0,20.0
55387,2014.0,8.0,1338.0,75.0,1201.0,54.0,H,0.0,30.0,67.0,0.0,11.0,15.0,21.0,18.0,30.0,17.0,10.0,7.0,2.0,13.0,19.0,51.0,6.0,23.0,10.0,16.0,5.0,20.0,15.0,15.0,3.0,5.0,17.0
55392,2014.0,8.0,1372.0,64.0,1402.0,57.0,A,0.0,23.0,51.0,6.0,16.0,12.0,25.0,12.0,17.0,9.0,12.0,6.0,3.0,22.0,20.0,49.0,2.0,11.0,15.0,23.0,13.0,21.0,6.0,17.0,7.0,4.0,21.0
55394,2014.0,8.0,1393.0,89.0,1200.0,74.0,H,0.0,29.0,65.0,2.0,16.0,29.0,42.0,22.0,26.0,12.0,11.0,15.0,3.0,25.0,21.0,48.0,11.0,27.0,21.0,30.0,7.0,22.0,16.0,19.0,6.0,3.0,30.0
55396,2014.0,8.0,1400.0,84.0,1375.0,77.0,H,0.0,33.0,68.0,6.0,14.0,12.0,19.0,16.0,24.0,14.0,12.0,6.0,6.0,14.0,25.0,59.0,13.0,33.0,14.0,16.0,10.0,20.0,12.0,15.0,6.0,4.0,19.0
55398,2014.0,8.0,1417.0,91.0,1324.0,60.0,H,0.0,32.0,61.0,5.0,21.0,22.0,29.0,15.0,34.0,21.0,12.0,11.0,5.0,14.0,20.0,65.0,6.0,25.0,14.0,15.0,11.0,17.0,10.0,14.0,9.0,3.0,20.0
55399,2014.0,8.0,1418.0,92.0,1270.0,66.0,H,0.0,35.0,68.0,6.0,17.0,16.0,26.0,14.0,32.0,11.0,10.0,14.0,5.0,16.0,23.0,69.0,11.0,26.0,9.0,12.0,16.0,25.0,9.0,17.0,8.0,5.0,18.0
55403,2014.0,8.0,1433.0,59.0,1438.0,56.0,A,0.0,24.0,58.0,5.0,14.0,6.0,15.0,8.0,20.0,7.0,13.0,9.0,2.0,27.0,18.0,46.0,1.0,8.0,19.0,33.0,12.0,29.0,9.0,19.0,4.0,8.0,21.0
