,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
39368,2011.0,11.0,1208.0,72.0,1290.0,70.0,H,0.0,25.0,51.0,3.0,8.0,19.0,29.0,9.0,22.0,16.0,15.0,4.0,9.0,18.0,22.0,58.0,10.0,17.0,16.0,18.0,16.0,25.0,5.0,18.0,5.0,0.0,25.0
39370,2011.0,11.0,1211.0,117.0,1380.0,72.0,H,0.0,39.0,72.0,13.0,22.0,26.0,33.0,22.0,35.0,26.0,14.0,9.0,1.0,21.0,24.0,58.0,12.0,31.0,12.0,20.0,2.0,14.0,15.0,14.0,6.0,5.0,22.0
39375,2011.0,11.0,1232.0,69.0,1410.0,46.0,N,0.0,26.0,52.0,10.0,20.0,7.0,10.0,9.0,31.0,14.0,13.0,3.0,5.0,22.0,12.0,49.0,6.0,21.0,16.0,23.0,9.0,19.0,6.0,9.0,6.0,1.0,15.0
39378,2011.0,11.0,1242.0,113.0,1255.0,75.0,H,0.0,43.0,69.0,8.0,19.0,19.0,27.0,13.0,26.0,28.0,12.0,15.0,6.0,17.0,28.0,62.0,11.0,30.0,8.0,13.0,12.0,17.0,16.0,24.0,6.0,0.0,22.0
39379,2011.0,11.0,1243.0,75.0,1241.0,61.0,H,0.0,24.0,55.0,10.0,19.0,17.0,32.0,13.0,21.0,14.0,16.0,9.0,6.0,24.0,21.0,43.0,4.0,9.0,15.0,24.0,7.0,24.0,11.0,26.0,2.0,1.0,27.0
39381,2011.0,11.0,1246.0,88.0,1190.0,65.0,H,0.0,33.0,68.0,13.0,26.0,9.0,23.0,19.0,32.0,18.0,10.0,4.0,7.0,15.0,23.0,61.0,5.0,17.0,14.0,19.0,7.0,26.0,12.0,10.0,6.0,3.0,21.0
39383,2011.0,11.0,1254.0,87.0,1313.0,64.0,H,0.0,29.0,54.0,7.0,16.0,22.0,36.0,11.0,32.0,17.0,14.0,11.0,8.0,13.0,27.0,77.0,6.0,24.0,4.0,9.0,22.0,28.0,13.0,19.0,7.0,5.0,22.0
39387,2011.0,11.0,1266.0,97.0,1341.0,58.0,H,0.0,36.0,60.0,3.0,10.0,22.0,35.0,18.0,33.0,25.0,17.0,12.0,11.0,18.0,21.0,59.0,9.0,25.0,7.0,11.0,6.0,13.0,12.0,20.0,11.0,3.0,27.0
39389,2011.0,11.0,1272.0,104.0,1147.0,40.0,H,0.0,33.0,60.0,14.0,27.0,24.0,33.0,9.0,31.0,25.0,13.0,18.0,6.0,22.0,12.0,46.0,2.0,15.0,14.0,22.0,7.0,21.0,8.0,28.0,5.0,2.0,24.0
39392,2011.0,11.0,1277.0,96.0,1185.0,66.0,H,0.0,31.0,59.0,6.0,13.0,28.0,42.0,9.0,42.0,18.0,20.0,9.0,10.0,19.0,24.0,76.0,11.0,29.0,7.0,18.0,13.0,27.0,10.0,19.0,5.0,3.0,33.0
39393,2011.0,11.0,1278.0,69.0,1459.0,55.0,H,0.0,25.0,56.0,3.0,15.0,16.0,25.0,13.0,28.0,17.0,13.0,10.0,6.0,18.0,18.0,49.0,3.0,16.0,16.0,26.0,8.0,23.0,10.0,15.0,9.0,2.0,22.0
39401,2011.0,11.0,1314.0,80.0,1252.0,66.0,H,0.0,30.0,63.0,4.0,13.0,16.0,29.0,15.0,33.0,12.0,14.0,6.0,10.0,20.0,22.0,63.0,9.0,29.0,13.0,21.0,14.0,25.0,15.0,17.0,9.0,2.0,25.0
39402,2011.0,11.0,1318.0,66.0,1131.0,64.0,H,0.0,22.0,58.0,7.0,16.0,15.0,18.0,16.0,21.0,13.0,12.0,7.0,0.0,14.0,24.0,50.0,7.0,22.0,9.0,13.0,7.0,21.0,10.0,13.0,6.0,5.0,17.0
39404,2011.0,11.0,1323.0,98.0,1204.0,61.0,H,0.0,33.0,68.0,8.0,26.0,24.0,27.0,17.0,29.0,21.0,10.0,8.0,2.0,25.0,16.0,48.0,3.0,15.0,26.0,34.0,8.0,19.0,11.0,17.0,4.0,3.0,24.0
39405,2011.0,11.0,1326.0,102.0,1299.0,61.0,H,0.0,37.0,76.0,5.0,22.0,23.0,30.0,30.0,30.0,24.0,14.0,6.0,8.0,22.0,21.0,55.0,5.0,16.0,14.0,18.0,8.0,14.0,8.0,19.0,4.0,3.0,23.0
39409,2011.0,11.0,1336.0,70.0,1250.0,56.0,H,0.0,25.0,62.0,6.0,22.0,14.0,17.0,18.0,27.0,11.0,11.0,4.0,6.0,15.0,19.0,52.0,8.0,21.0,10.0,12.0,6.0,21.0,10.0,12.0,3.0,6.0,20.0
39412,2011.0,11.0,1343.0,78.0,1353.0,73.0,H,1.0,26.0,53.0,9.0,22.0,17.0,23.0,12.0,24.0,17.0,16.0,4.0,1.0,19.0,29.0,59.0,5.0,15.0,10.0,18.0,10.0,18.0,10.0,12.0,13.0,3.0,24.0
39413,2011.0,11.0,1350.0,79.0,1154.0,37.0,H,0.0,31.0,54.0,11.0,20.0,6.0,12.0,5.0,33.0,21.0,8.0,8.0,3.0,12.0,14.0,57.0,2.0,14.0,7.0,13.0,13.0,22.0,7.0,13.0,4.0,0.0,14.0
39417,2011.0,11.0,1364.0,65.0,1176.0,49.0,N,0.0,18.0,38.0,7.0,15.0,22.0,27.0,3.0,20.0,11.0,18.0,17.0,4.0,19.0,15.0,41.0,7.0,19.0,12.0,15.0,7.0,17.0,10.0,22.0,5.0,2.0,20.0
39422,2011.0,11.0,1393.0,68.0,1320.0,46.0,H,0.0,22.0,45.0,9.0,19.0,15.0,21.0,7.0,27.0,17.0,11.0,9.0,6.0,21.0,15.0,55.0,6.0,33.0,10.0,15.0,16.0,18.0,8.0,12.0,3.0,0.0,21.0
39424,2011.0,11.0,1396.0,62.0,1371.0,56.0,H,0.0,26.0,61.0,2.0,12.0,8.0,13.0,13.0,36.0,13.0,18.0,4.0,9.0,17.0,19.0,64.0,5.0,17.0,13.0,16.0,12.0,23.0,11.0,12.0,8.0,3.0,15.0
39425,2011.0,11.0,1397.0,82.0,1151.0,62.0,H,0.0,28.0,63.0,5.0,20.0,21.0,31.0,11.0,35.0,13.0,11.0,10.0,2.0,24.0,18.0,55.0,9.0,34.0,17.0,24.0,7.0,28.0,8.0,19.0,3.0,2.0,23.0
39426,2011.0,11.0,1401.0,88.0,1108.0,56.0,H,0.0,25.0,56.0,4.0,20.0,34.0,48.0,15.0,37.0,13.0,20.0,6.0,2.0,35.0,17.0,57.0,3.0,12.0,19.0,37.0,10.0,22.0,7.0,19.0,7.0,5.0,37.0
39429,2011.0,11.0,1417.0,83.0,1169.0,50.0,H,0.0,29.0,51.0,5.0,17.0,20.0,32.0,9.0,30.0,19.0,22.0,17.0,12.0,21.0,18.0,62.0,2.0,12.0,12.0,21.0,18.0,20.0,6.0,27.0,9.0,2.0,24.0
39430,2011.0,11.0,1421.0,70.0,1120.0,69.0,A,1.0,20.0,58.0,7.0,21.0,23.0,33.0,12.0,26.0,14.0,15.0,10.0,5.0,24.0,22.0,59.0,6.0,16.0,19.0,34.0,19.0,31.0,8.0,20.0,8.0,8.0,29.0
39431,2011.0,11.0,1424.0,85.0,1415.0,41.0,H,0.0,32.0,60.0,6.0,17.0,15.0,23.0,17.0,31.0,23.0,12.0,7.0,9.0,15.0,15.0,67.0,3.0,13.0,8.0,15.0,25.0,14.0,6.0,18.0,2.0,2.0,21.0
39432,2011.0,11.0,1433.0,101.0,1422.0,86.0,H,0.0,38.0,73.0,11.0,31.0,14.0,26.0,17.0,19.0,28.0,15.0,14.0,7.0,22.0,27.0,58.0,7.0,16.0,25.0,33.0,17.0,25.0,20.0,21.0,7.0,2.0,24.0
39433,2011.0,11.0,1435.0,88.0,1342.0,47.0,H,0.0,37.0,61.0,9.0,22.0,5.0,6.0,9.0,31.0,22.0,10.0,6.0,7.0,10.0,18.0,55.0,4.0,14.0,7.0,7.0,6.0,15.0,6.0,12.0,6.0,3.0,9.0
39434,2011.0,11.0,1437.0,68.0,1137.0,52.0,H,0.0,24.0,57.0,10.0,27.0,10.0,14.0,13.0,30.0,14.0,12.0,4.0,4.0,11.0,19.0,56.0,8.0,22.0,6.0,8.0,6.0,23.0,15.0,12.0,2.0,2.0,16.0
39439,2011.0,11.0,1452.0,95.0,1324.0,71.0,H,0.0,32.0,63.0,12.0,29.0,19.0,24.0,16.0,22.0,20.0,13.0,10.0,8.0,20.0,25.0,65.0,4.0,15.0,17.0,22.0,20.0,18.0,14.0,18.0,6.0,2.0,25.0
39440,2011.0,11.0,1462.0,68.0,1444.0,65.0,H,0.0,23.0,54.0,9.0,25.0,13.0,18.0,8.0,20.0,18.0,9.0,4.0,2.0,17.0,26.0,61.0,5.0,20.0,8.0,13.0,14.0,24.0,11.0,11.0,7.0,2.0,18.0
39453,2011.0,12.0,1206.0,66.0,1217.0,53.0,H,0.0,26.0,56.0,5.0,15.0,9.0,20.0,8.0,26.0,18.0,17.0,13.0,7.0,19.0,18.0,55.0,5.0,22.0,12.0,15.0,14.0,27.0,14.0,24.0,8.0,3.0,20.0
39455,2011.0,12.0,1228.0,85.0,1356.0,63.0,H,0.0,32.0,58.0,6.0,13.0,15.0,19.0,7.0,27.0,22.0,16.0,6.0,6.0,17.0,24.0,64.0,5.0,21.0,10.0,14.0,12.0,20.0,9.0,18.0,9.0,3.0,18.0
39457,2011.0,12.0,1260.0,86.0,1232.0,74.0,H,0.0,29.0,56.0,11.0,23.0,17.0,25.0,14.0,24.0,13.0,11.0,4.0,5.0,17.0,27.0,59.0,12.0,26.0,8.0,14.0,13.0,19.0,16.0,12.0,8.0,5.0,19.0
39459,2011.0,12.0,1276.0,66.0,1367.0,35.0,H,0.0,22.0,50.0,7.0,22.0,15.0,21.0,13.0,32.0,12.0,12.0,6.0,3.0,14.0,12.0,54.0,4.0,24.0,7.0,11.0,12.0,20.0,3.0,12.0,5.0,2.0,19.0
39461,2011.0,12.0,1295.0,68.0,1364.0,60.0,N,0.0,22.0,40.0,8.0,12.0,16.0,29.0,3.0,33.0,15.0,20.0,2.0,0.0,13.0,24.0,72.0,5.0,22.0,7.0,8.0,16.0,22.0,6.0,12.0,9.0,3.0,25.0
39468,2011.0,12.0,1338.0,95.0,1316.0,49.0,H,0.0,36.0,80.0,9.0,23.0,14.0,24.0,32.0,27.0,26.0,10.0,8.0,6.0,10.0,21.0,56.0,4.0,13.0,3.0,7.0,11.0,17.0,10.0,21.0,4.0,2.0,21.0
39472,2011.0,12.0,1352.0,55.0,1389.0,30.0,H,0.0,21.0,61.0,6.0,22.0,7.0,9.0,16.0,28.0,11.0,11.0,9.0,3.0,28.0,6.0,36.0,2.0,16.0,16.0,32.0,13.0,25.0,4.0,21.0,1.0,4.0,16.0
39473,2011.0,12.0,1361.0,81.0,1253.0,65.0,A,0.0,33.0,65.0,9.0,25.0,6.0,7.0,12.0,32.0,18.0,12.0,6.0,3.0,16.0,24.0,64.0,5.0,23.0,12.0,19.0,13.0,21.0,11.0,9.0,6.0,0.0,11.0
39475,2011.0,12.0,1412.0,78.0,1369.0,56.0,H,0.0,27.0,62.0,5.0,24.0,19.0,24.0,9.0,29.0,19.0,7.0,10.0,4.0,17.0,21.0,50.0,7.0,15.0,7.0,14.0,4.0,28.0,12.0,18.0,4.0,4.0,23.0
39476,2011.0,12.0,1425.0,62.0,1414.0,49.0,H,0.0,19.0,55.0,7.0,22.0,17.0,21.0,15.0,32.0,9.0,14.0,4.0,4.0,12.0,18.0,52.0,5.0,20.0,8.0,11.0,4.0,22.0,6.0,11.0,5.0,1.0,19.0
39477,2011.0,12.0,1429.0,77.0,1451.0,65.0,H,0.0,26.0,57.0,1.0,12.0,24.0,30.0,11.0,30.0,14.0,10.0,4.0,7.0,19.0,23.0,54.0,9.0,20.0,10.0,17.0,6.0,25.0,11.0,12.0,3.0,1.0,28.0
39479,2011.0,12.0,1449.0,118.0,1270.0,64.0,H,0.0,43.0,92.0,12.0,30.0,20.0,42.0,30.0,39.0,24.0,12.0,12.0,5.0,27.0,18.0,55.0,7.0,20.0,21.0,38.0,8.0,24.0,5.0,27.0,6.0,5.0,25.0
39481,2011.0,13.0,1112.0,90.0,1226.0,42.0,H,0.0,31.0,52.0,11.0,21.0,17.0,21.0,9.0,30.0,22.0,12.0,8.0,4.0,17.0,16.0,57.0,1.0,12.0,9.0,18.0,13.0,11.0,6.0,12.0,6.0,0.0,16.0
39489,2011.0,13.0,1181.0,97.0,1343.0,60.0,H,0.0,36.0,65.0,14.0,26.0,11.0,12.0,9.0,20.0,26.0,14.0,10.0,5.0,17.0,23.0,50.0,6.0,16.0,8.0,19.0,11.0,20.0,14.0,27.0,7.0,3.0,15.0
39490,2011.0,13.0,1184.0,64.0,1232.0,59.0,N,1.0,18.0,45.0,6.0,15.0,22.0,30.0,9.0,26.0,9.0,16.0,4.0,4.0,19.0,18.0,54.0,5.0,18.0,18.0,26.0,14.0,23.0,9.0,14.0,4.0,6.0,23.0
39491,2011.0,13.0,1199.0,97.0,1422.0,73.0,A,0.0,35.0,68.0,7.0,18.0,20.0,25.0,17.0,25.0,12.0,21.0,20.0,11.0,22.0,27.0,70.0,4.0,15.0,15.0,23.0,20.0,19.0,12.0,26.0,7.0,3.0,21.0
39492,2011.0,13.0,1211.0,86.0,1237.0,56.0,H,0.0,35.0,58.0,5.0,18.0,11.0,19.0,13.0,24.0,19.0,14.0,8.0,3.0,18.0,18.0,52.0,4.0,23.0,16.0,20.0,12.0,15.0,3.0,17.0,7.0,1.0,20.0
39496,2011.0,13.0,1235.0,74.0,1106.0,47.0,H,0.0,26.0,54.0,6.0,13.0,16.0,22.0,9.0,33.0,19.0,12.0,11.0,6.0,14.0,16.0,59.0,3.0,22.0,12.0,13.0,11.0,22.0,7.0,16.0,8.0,4.0,21.0
39498,2011.0,13.0,1266.0,72.0,1137.0,61.0,H,0.0,22.0,48.0,5.0,13.0,23.0,34.0,8.0,27.0,12.0,14.0,11.0,1.0,15.0,23.0,51.0,9.0,19.0,6.0,11.0,5.0,25.0,17.0,18.0,2.0,1.0,25.0
39500,2011.0,13.0,1287.0,84.0,1299.0,61.0,H,0.0,28.0,69.0,7.0,21.0,21.0,26.0,22.0,20.0,13.0,10.0,12.0,3.0,20.0,19.0,47.0,7.0,19.0,16.0,20.0,10.0,24.0,12.0,23.0,5.0,5.0,22.0
39502,2011.0,13.0,1323.0,72.0,1251.0,51.0,H,0.0,23.0,55.0,10.0,28.0,16.0,25.0,16.0,26.0,16.0,12.0,4.0,4.0,11.0,21.0,59.0,5.0,17.0,4.0,7.0,14.0,22.0,14.0,15.0,3.0,2.0,26.0
39503,2011.0,13.0,1332.0,72.0,1364.0,70.0,H,0.0,26.0,59.0,6.0,23.0,14.0,23.0,7.0,25.0,12.0,10.0,5.0,4.0,19.0,22.0,51.0,6.0,16.0,20.0,24.0,5.0,25.0,9.0,13.0,6.0,5.0,19.0
39506,2011.0,13.0,1345.0,76.0,1224.0,40.0,H,0.0,25.0,58.0,13.0,28.0,13.0,22.0,16.0,33.0,21.0,11.0,4.0,9.0,19.0,15.0,61.0,1.0,7.0,9.0,16.0,18.0,20.0,8.0,12.0,6.0,4.0,18.0
39511,2011.0,13.0,1382.0,77.0,1114.0,64.0,H,0.0,22.0,49.0,3.0,17.0,30.0,37.0,8.0,28.0,12.0,15.0,4.0,4.0,23.0,22.0,56.0,3.0,17.0,17.0,20.0,8.0,25.0,10.0,16.0,5.0,3.0,30.0
39512,2011.0,13.0,1393.0,86.0,1145.0,67.0,H,0.0,33.0,79.0,9.0,23.0,11.0,20.0,21.0,37.0,18.0,11.0,5.0,6.0,14.0,24.0,70.0,9.0,35.0,10.0,16.0,13.0,30.0,14.0,13.0,5.0,7.0,20.0
39513,2011.0,13.0,1396.0,82.0,1405.0,49.0,H,0.0,36.0,66.0,6.0,19.0,4.0,7.0,9.0,23.0,26.0,6.0,12.0,2.0,11.0,17.0,44.0,5.0,16.0,10.0,12.0,4.0,22.0,12.0,18.0,3.0,0.0,11.0
39518,2011.0,13.0,1458.0,99.0,1341.0,55.0,H,0.0,34.0,68.0,13.0,31.0,18.0,22.0,24.0,27.0,22.0,12.0,9.0,5.0,11.0,21.0,50.0,7.0,18.0,6.0,8.0,3.0,13.0,9.0,15.0,5.0,1.0,22.0
39523,2011.0,14.0,1153.0,69.0,1291.0,59.0,H,0.0,22.0,57.0,5.0,15.0,20.0,30.0,15.0,23.0,11.0,17.0,12.0,4.0,19.0,23.0,55.0,1.0,9.0,12.0,18.0,10.0,23.0,11.0,20.0,7.0,2.0,19.0
39524,2011.0,14.0,1155.0,78.0,1459.0,70.0,H,0.0,26.0,50.0,4.0,11.0,22.0,30.0,10.0,19.0,12.0,12.0,9.0,3.0,25.0,22.0,46.0,6.0,14.0,20.0,26.0,8.0,17.0,13.0,17.0,4.0,2.0,26.0
39528,2011.0,14.0,1207.0,69.0,1408.0,53.0,H,0.0,26.0,54.0,12.0,29.0,5.0,10.0,7.0,27.0,16.0,14.0,12.0,2.0,16.0,19.0,53.0,7.0,21.0,8.0,12.0,7.0,23.0,14.0,14.0,6.0,0.0,12.0
39530,2011.0,14.0,1242.0,79.0,1434.0,44.0,H,0.0,31.0,58.0,7.0,21.0,10.0,14.0,9.0,38.0,20.0,15.0,5.0,9.0,17.0,17.0,62.0,2.0,19.0,8.0,16.0,14.0,19.0,9.0,12.0,4.0,2.0,19.0
39533,2011.0,14.0,1272.0,72.0,1274.0,68.0,H,0.0,19.0,56.0,4.0,22.0,30.0,39.0,12.0,19.0,10.0,12.0,10.0,6.0,29.0,20.0,61.0,3.0,19.0,25.0,36.0,23.0,28.0,5.0,18.0,5.0,5.0,29.0
39539,2011.0,14.0,1324.0,78.0,1325.0,66.0,A,0.0,23.0,50.0,5.0,18.0,27.0,35.0,11.0,32.0,13.0,17.0,5.0,6.0,23.0,23.0,68.0,10.0,28.0,10.0,22.0,22.0,19.0,15.0,14.0,8.0,0.0,32.0
39541,2011.0,14.0,1330.0,79.0,1219.0,57.0,H,0.0,26.0,55.0,7.0,19.0,20.0,34.0,18.0,28.0,19.0,11.0,14.0,8.0,19.0,16.0,54.0,8.0,22.0,17.0,29.0,15.0,19.0,10.0,16.0,4.0,4.0,25.0
39544,2011.0,14.0,1350.0,73.0,1456.0,49.0,H,0.0,27.0,49.0,9.0,24.0,10.0,14.0,5.0,24.0,16.0,13.0,9.0,3.0,21.0,18.0,52.0,3.0,15.0,10.0,18.0,13.0,20.0,12.0,14.0,4.0,0.0,17.0
39549,2011.0,14.0,1388.0,76.0,1385.0,71.0,H,0.0,21.0,46.0,10.0,25.0,24.0,31.0,8.0,22.0,18.0,14.0,7.0,6.0,21.0,22.0,55.0,4.0,15.0,23.0,27.0,14.0,19.0,6.0,13.0,4.0,2.0,25.0
39551,2011.0,14.0,1401.0,86.0,1394.0,65.0,A,0.0,31.0,60.0,7.0,21.0,17.0,21.0,12.0,20.0,19.0,12.0,16.0,1.0,26.0,21.0,45.0,3.0,13.0,20.0,30.0,10.0,21.0,9.0,20.0,7.0,2.0,21.0
39554,2011.0,14.0,1417.0,79.0,1337.0,69.0,H,0.0,30.0,57.0,5.0,16.0,14.0,25.0,15.0,20.0,21.0,13.0,7.0,2.0,18.0,26.0,51.0,5.0,12.0,12.0,17.0,8.0,18.0,10.0,18.0,9.0,3.0,20.0
39555,2011.0,14.0,1425.0,86.0,1365.0,73.0,H,0.0,31.0,54.0,6.0,11.0,18.0,26.0,9.0,23.0,7.0,9.0,2.0,2.0,13.0,27.0,62.0,9.0,25.0,10.0,14.0,11.0,18.0,12.0,11.0,4.0,2.0,23.0
39556,2011.0,14.0,1433.0,67.0,1457.0,54.0,N,0.0,26.0,52.0,11.0,24.0,4.0,8.0,5.0,26.0,19.0,15.0,5.0,6.0,14.0,21.0,59.0,5.0,15.0,7.0,11.0,12.0,22.0,9.0,13.0,6.0,3.0,12.0
39559,2011.0,14.0,1448.0,63.0,1214.0,56.0,H,0.0,20.0,50.0,3.0,9.0,20.0,29.0,9.0,38.0,8.0,19.0,8.0,10.0,21.0,22.0,72.0,3.0,21.0,9.0,21.0,18.0,25.0,8.0,9.0,12.0,4.0,24.0
39562,2011.0,15.0,1131.0,76.0,1203.0,67.0,N,0.0,25.0,51.0,11.0,29.0,15.0,18.0,6.0,24.0,12.0,16.0,11.0,5.0,22.0,22.0,64.0,7.0,21.0,16.0,20.0,19.0,22.0,11.0,16.0,7.0,5.0,20.0
39567,2011.0,15.0,1173.0,76.0,1103.0,68.0,H,0.0,30.0,56.0,6.0,15.0,10.0,16.0,12.0,30.0,13.0,12.0,4.0,3.0,16.0,22.0,60.0,14.0,36.0,10.0,13.0,10.0,17.0,18.0,7.0,0.0,2.0,17.0
39568,2011.0,15.0,1181.0,79.0,1275.0,45.0,H,0.0,25.0,58.0,8.0,20.0,21.0,31.0,14.0,34.0,15.0,9.0,10.0,3.0,14.0,18.0,54.0,6.0,25.0,3.0,8.0,5.0,22.0,7.0,15.0,7.0,2.0,22.0
39570,2011.0,15.0,1199.0,78.0,1205.0,53.0,H,0.0,26.0,53.0,7.0,15.0,19.0,27.0,12.0,28.0,15.0,16.0,10.0,6.0,19.0,19.0,54.0,7.0,24.0,8.0,17.0,10.0,18.0,9.0,18.0,4.0,3.0,26.0
39571,2011.0,15.0,1202.0,69.0,1421.0,67.0,H,0.0,20.0,49.0,4.0,18.0,25.0,29.0,12.0,25.0,9.0,17.0,4.0,2.0,21.0,22.0,60.0,5.0,13.0,18.0,25.0,17.0,20.0,7.0,15.0,8.0,3.0,23.0
39572,2011.0,15.0,1208.0,83.0,1160.0,74.0,H,0.0,25.0,53.0,6.0,15.0,27.0,43.0,16.0,24.0,14.0,20.0,7.0,3.0,26.0,22.0,53.0,3.0,14.0,27.0,36.0,12.0,22.0,8.0,14.0,8.0,2.0,30.0
39573,2011.0,15.0,1214.0,45.0,1457.0,44.0,N,0.0,17.0,50.0,6.0,23.0,5.0,7.0,10.0,21.0,6.0,13.0,6.0,7.0,12.0,17.0,51.0,3.0,11.0,7.0,8.0,12.0,24.0,10.0,13.0,5.0,1.0,12.0
39577,2011.0,15.0,1243.0,73.0,1439.0,57.0,H,0.0,26.0,64.0,7.0,23.0,14.0,28.0,15.0,31.0,19.0,15.0,6.0,5.0,21.0,19.0,55.0,5.0,17.0,14.0,21.0,10.0,27.0,10.0,17.0,5.0,7.0,23.0
39579,2011.0,15.0,1254.0,91.0,1402.0,67.0,A,0.0,31.0,62.0,8.0,19.0,21.0,27.0,13.0,36.0,19.0,23.0,8.0,5.0,19.0,23.0,74.0,7.0,27.0,14.0,22.0,18.0,23.0,14.0,17.0,4.0,3.0,20.0
39580,2011.0,15.0,1257.0,88.0,1139.0,73.0,H,0.0,27.0,59.0,6.0,23.0,28.0,43.0,10.0,34.0,18.0,14.0,11.0,7.0,28.0,21.0,60.0,6.0,25.0,25.0,36.0,11.0,28.0,10.0,17.0,10.0,1.0,32.0
39582,2011.0,15.0,1277.0,82.0,1376.0,73.0,H,0.0,29.0,53.0,7.0,17.0,17.0,34.0,11.0,30.0,23.0,19.0,11.0,5.0,21.0,25.0,70.0,11.0,31.0,12.0,21.0,21.0,23.0,11.0,20.0,10.0,1.0,25.0
