,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
34197,2010.0,12.0,1285.0,95.0,1129.0,82.0,H,0.0,32.0,59.0,12.0,20.0,19.0,25.0,10.0,26.0,18.0,13.0,3.0,3.0,20.0,29.0,63.0,2.0,10.0,22.0,27.0,12.0,19.0,12.0,12.0,5.0,3.0,20.0
34200,2010.0,12.0,1307.0,67.0,1415.0,51.0,H,0.0,28.0,62.0,8.0,22.0,3.0,5.0,4.0,29.0,21.0,4.0,9.0,7.0,14.0,18.0,55.0,3.0,11.0,12.0,18.0,12.0,31.0,8.0,10.0,2.0,1.0,5.0
34201,2010.0,12.0,1323.0,86.0,1316.0,65.0,H,0.0,28.0,50.0,14.0,25.0,16.0,19.0,8.0,21.0,21.0,11.0,7.0,4.0,8.0,27.0,55.0,7.0,15.0,4.0,5.0,7.0,15.0,16.0,12.0,6.0,1.0,14.0
34203,2010.0,12.0,1329.0,86.0,1370.0,64.0,H,0.0,29.0,64.0,2.0,15.0,26.0,39.0,10.0,42.0,10.0,16.0,6.0,3.0,23.0,21.0,68.0,6.0,20.0,16.0,24.0,10.0,30.0,9.0,16.0,6.0,1.0,28.0
34214,2010.0,12.0,1396.0,76.0,1174.0,56.0,A,0.0,25.0,50.0,4.0,15.0,22.0,27.0,11.0,28.0,14.0,9.0,3.0,5.0,21.0,20.0,60.0,6.0,20.0,10.0,14.0,14.0,17.0,6.0,9.0,3.0,0.0,22.0
34216,2010.0,12.0,1449.0,96.0,1125.0,78.0,H,0.0,32.0,75.0,7.0,17.0,25.0,29.0,22.0,26.0,17.0,10.0,6.0,5.0,20.0,27.0,53.0,7.0,18.0,17.0,24.0,5.0,19.0,16.0,15.0,4.0,4.0,23.0
34221,2010.0,13.0,1124.0,71.0,1216.0,69.0,H,0.0,28.0,57.0,7.0,18.0,8.0,15.0,14.0,24.0,10.0,10.0,6.0,5.0,14.0,22.0,54.0,13.0,33.0,12.0,16.0,9.0,17.0,17.0,8.0,4.0,0.0,15.0
34225,2010.0,13.0,1176.0,75.0,1115.0,56.0,H,0.0,22.0,37.0,11.0,21.0,20.0,29.0,2.0,17.0,16.0,7.0,6.0,4.0,20.0,20.0,37.0,3.0,4.0,13.0,21.0,6.0,17.0,5.0,14.0,4.0,0.0,27.0
34228,2010.0,13.0,1196.0,74.0,1391.0,46.0,H,0.0,31.0,59.0,1.0,13.0,11.0,15.0,13.0,33.0,11.0,18.0,8.0,5.0,18.0,16.0,56.0,2.0,17.0,12.0,16.0,10.0,19.0,3.0,18.0,6.0,5.0,16.0
34235,2010.0,13.0,1243.0,82.0,1442.0,50.0,H,0.0,31.0,61.0,5.0,17.0,15.0,28.0,19.0,29.0,15.0,13.0,6.0,10.0,16.0,17.0,59.0,3.0,11.0,13.0,19.0,13.0,18.0,10.0,12.0,9.0,3.0,20.0
34237,2010.0,13.0,1285.0,64.0,1258.0,63.0,H,0.0,23.0,53.0,6.0,18.0,12.0,15.0,7.0,22.0,11.0,12.0,2.0,3.0,13.0,26.0,59.0,4.0,8.0,7.0,14.0,15.0,24.0,9.0,17.0,5.0,6.0,15.0
34238,2010.0,13.0,1288.0,72.0,1420.0,57.0,A,0.0,20.0,57.0,4.0,14.0,28.0,37.0,18.0,30.0,8.0,11.0,2.0,11.0,19.0,20.0,62.0,3.0,21.0,14.0,23.0,16.0,24.0,9.0,8.0,7.0,4.0,28.0
34242,2010.0,13.0,1325.0,81.0,1292.0,68.0,H,0.0,24.0,50.0,4.0,11.0,29.0,40.0,11.0,28.0,15.0,20.0,8.0,2.0,22.0,22.0,55.0,4.0,19.0,20.0,23.0,8.0,24.0,7.0,21.0,4.0,1.0,31.0
34243,2010.0,13.0,1330.0,69.0,1126.0,38.0,H,0.0,22.0,50.0,4.0,10.0,21.0,24.0,14.0,25.0,11.0,9.0,6.0,6.0,9.0,15.0,43.0,4.0,12.0,4.0,7.0,6.0,16.0,4.0,14.0,3.0,4.0,23.0
34252,2010.0,13.0,1400.0,89.0,1414.0,42.0,H,0.0,35.0,62.0,6.0,13.0,13.0,21.0,12.0,37.0,18.0,13.0,7.0,10.0,15.0,17.0,62.0,2.0,10.0,6.0,12.0,10.0,20.0,8.0,13.0,2.0,2.0,16.0
34260,2010.0,13.0,1436.0,58.0,1138.0,57.0,A,0.0,20.0,60.0,4.0,19.0,14.0,19.0,13.0,28.0,12.0,11.0,8.0,3.0,19.0,17.0,55.0,3.0,16.0,20.0,26.0,12.0,28.0,10.0,13.0,6.0,7.0,19.0
34262,2010.0,13.0,1448.0,89.0,1187.0,58.0,N,0.0,34.0,63.0,4.0,12.0,17.0,27.0,16.0,25.0,12.0,15.0,11.0,6.0,26.0,14.0,57.0,3.0,22.0,27.0,40.0,25.0,18.0,4.0,22.0,8.0,3.0,18.0
34263,2010.0,13.0,1449.0,111.0,1340.0,55.0,H,0.0,43.0,71.0,8.0,17.0,17.0,23.0,19.0,28.0,25.0,11.0,10.0,4.0,15.0,23.0,57.0,3.0,14.0,6.0,7.0,6.0,10.0,10.0,20.0,3.0,4.0,19.0
34264,2010.0,13.0,1452.0,83.0,1259.0,60.0,H,0.0,29.0,70.0,9.0,29.0,16.0,27.0,24.0,21.0,15.0,14.0,6.0,7.0,17.0,26.0,50.0,2.0,7.0,6.0,12.0,5.0,25.0,14.0,19.0,7.0,4.0,28.0
34267,2010.0,13.0,1458.0,75.0,1236.0,46.0,H,0.0,28.0,49.0,6.0,18.0,13.0,17.0,7.0,26.0,13.0,13.0,7.0,11.0,16.0,16.0,47.0,3.0,13.0,11.0,15.0,6.0,16.0,7.0,14.0,3.0,0.0,20.0
34271,2010.0,14.0,1124.0,61.0,1380.0,45.0,H,0.0,20.0,53.0,4.0,18.0,17.0,27.0,19.0,27.0,11.0,18.0,9.0,5.0,17.0,16.0,56.0,7.0,25.0,6.0,11.0,17.0,17.0,10.0,19.0,4.0,1.0,19.0
34277,2010.0,14.0,1181.0,74.0,1157.0,49.0,H,0.0,24.0,54.0,6.0,23.0,20.0,24.0,13.0,27.0,14.0,12.0,4.0,5.0,17.0,16.0,56.0,6.0,17.0,11.0,19.0,15.0,19.0,8.0,14.0,5.0,1.0,18.0
34278,2010.0,14.0,1199.0,87.0,1239.0,61.0,H,0.0,31.0,52.0,8.0,18.0,17.0,29.0,12.0,30.0,22.0,19.0,6.0,9.0,21.0,19.0,60.0,5.0,20.0,18.0,24.0,13.0,13.0,6.0,15.0,8.0,2.0,23.0
34281,2010.0,14.0,1246.0,72.0,1275.0,70.0,H,0.0,26.0,53.0,6.0,11.0,14.0,24.0,18.0,19.0,11.0,15.0,8.0,7.0,14.0,23.0,48.0,15.0,26.0,9.0,12.0,7.0,18.0,13.0,16.0,7.0,3.0,22.0
34284,2010.0,14.0,1278.0,82.0,1372.0,42.0,H,0.0,29.0,53.0,11.0,19.0,13.0,14.0,6.0,28.0,21.0,15.0,13.0,8.0,11.0,15.0,49.0,3.0,14.0,9.0,12.0,7.0,19.0,9.0,19.0,9.0,0.0,15.0
34289,2010.0,14.0,1323.0,95.0,1384.0,72.0,H,0.0,34.0,61.0,12.0,23.0,15.0,22.0,16.0,24.0,20.0,13.0,8.0,4.0,13.0,26.0,54.0,13.0,19.0,7.0,10.0,6.0,15.0,16.0,16.0,7.0,1.0,24.0
34291,2010.0,14.0,1336.0,80.0,1352.0,61.0,H,0.0,28.0,54.0,12.0,26.0,12.0,18.0,11.0,27.0,16.0,13.0,2.0,2.0,15.0,23.0,62.0,4.0,16.0,11.0,17.0,14.0,17.0,9.0,8.0,6.0,0.0,19.0
34292,2010.0,14.0,1350.0,103.0,1440.0,59.0,H,0.0,41.0,65.0,6.0,19.0,15.0,25.0,12.0,36.0,31.0,16.0,12.0,3.0,17.0,20.0,63.0,13.0,37.0,6.0,16.0,12.0,18.0,11.0,20.0,8.0,4.0,20.0
34293,2010.0,14.0,1351.0,86.0,1250.0,71.0,H,0.0,30.0,62.0,16.0,29.0,10.0,16.0,11.0,29.0,22.0,19.0,10.0,4.0,20.0,27.0,66.0,8.0,22.0,9.0,18.0,15.0,24.0,20.0,16.0,9.0,0.0,14.0
34299,2010.0,14.0,1388.0,80.0,1361.0,58.0,H,0.0,28.0,65.0,13.0,29.0,11.0,15.0,15.0,25.0,17.0,10.0,9.0,10.0,18.0,20.0,56.0,4.0,12.0,14.0,20.0,12.0,24.0,7.0,14.0,6.0,2.0,16.0
34302,2010.0,14.0,1401.0,80.0,1374.0,68.0,A,0.0,24.0,56.0,8.0,22.0,24.0,30.0,13.0,19.0,13.0,9.0,6.0,4.0,16.0,27.0,54.0,5.0,14.0,9.0,16.0,9.0,21.0,7.0,13.0,4.0,2.0,25.0
34303,2010.0,14.0,1435.0,95.0,1252.0,73.0,H,0.0,33.0,56.0,7.0,17.0,22.0,29.0,7.0,25.0,11.0,18.0,9.0,5.0,19.0,27.0,63.0,9.0,18.0,10.0,19.0,17.0,19.0,14.0,23.0,8.0,1.0,25.0
34304,2010.0,14.0,1437.0,103.0,1335.0,65.0,H,0.0,37.0,63.0,11.0,21.0,18.0,23.0,13.0,32.0,19.0,15.0,8.0,4.0,22.0,20.0,58.0,9.0,32.0,16.0,27.0,11.0,16.0,13.0,14.0,10.0,0.0,18.0
34311,2010.0,15.0,1140.0,87.0,1226.0,53.0,H,0.0,30.0,64.0,8.0,24.0,19.0,22.0,15.0,32.0,19.0,9.0,10.0,7.0,15.0,17.0,56.0,3.0,9.0,16.0,22.0,12.0,21.0,8.0,16.0,7.0,1.0,18.0
34315,2010.0,15.0,1151.0,85.0,1190.0,76.0,H,0.0,26.0,59.0,11.0,28.0,22.0,27.0,8.0,27.0,13.0,14.0,7.0,4.0,27.0,27.0,62.0,8.0,23.0,14.0,29.0,16.0,26.0,12.0,19.0,6.0,8.0,24.0
34316,2010.0,15.0,1155.0,79.0,1251.0,39.0,A,0.0,32.0,66.0,10.0,24.0,5.0,11.0,16.0,32.0,20.0,17.0,19.0,4.0,16.0,14.0,46.0,2.0,12.0,9.0,16.0,6.0,23.0,5.0,28.0,10.0,3.0,14.0
34318,2010.0,15.0,1158.0,69.0,1457.0,57.0,H,0.0,23.0,48.0,9.0,23.0,14.0,20.0,9.0,29.0,13.0,19.0,5.0,5.0,16.0,25.0,70.0,0.0,13.0,7.0,13.0,20.0,21.0,10.0,13.0,11.0,2.0,19.0
34324,2010.0,15.0,1181.0,101.0,1150.0,59.0,H,0.0,37.0,70.0,12.0,21.0,15.0,24.0,15.0,31.0,21.0,9.0,7.0,4.0,18.0,20.0,59.0,5.0,21.0,14.0,21.0,12.0,22.0,6.0,17.0,4.0,0.0,20.0
34329,2010.0,15.0,1207.0,46.0,1396.0,45.0,H,0.0,15.0,42.0,3.0,18.0,13.0,19.0,5.0,31.0,7.0,16.0,3.0,1.0,18.0,18.0,56.0,3.0,23.0,6.0,13.0,12.0,26.0,12.0,10.0,7.0,0.0,15.0
34330,2010.0,15.0,1222.0,92.0,1311.0,60.0,H,0.0,33.0,71.0,10.0,20.0,16.0,23.0,15.0,30.0,16.0,12.0,10.0,4.0,15.0,25.0,62.0,2.0,11.0,8.0,15.0,12.0,28.0,16.0,21.0,10.0,1.0,23.0
34335,2010.0,15.0,1242.0,57.0,1272.0,55.0,N,0.0,20.0,43.0,1.0,5.0,16.0,21.0,8.0,28.0,10.0,21.0,8.0,6.0,14.0,19.0,55.0,6.0,25.0,11.0,16.0,9.0,16.0,4.0,13.0,9.0,3.0,20.0
34337,2010.0,15.0,1257.0,96.0,1116.0,66.0,N,0.0,34.0,73.0,15.0,38.0,13.0,18.0,16.0,31.0,25.0,10.0,8.0,5.0,24.0,23.0,58.0,3.0,13.0,17.0,28.0,11.0,25.0,12.0,16.0,6.0,1.0,13.0
34340,2010.0,15.0,1266.0,86.0,1271.0,60.0,H,0.0,33.0,63.0,10.0,26.0,10.0,16.0,14.0,22.0,21.0,9.0,11.0,4.0,17.0,21.0,52.0,7.0,17.0,11.0,15.0,10.0,19.0,14.0,19.0,4.0,4.0,14.0
34342,2010.0,15.0,1268.0,71.0,1193.0,42.0,H,0.0,28.0,65.0,4.0,12.0,11.0,16.0,16.0,25.0,13.0,14.0,12.0,6.0,10.0,14.0,49.0,5.0,19.0,9.0,12.0,12.0,24.0,5.0,25.0,5.0,11.0,18.0
34343,2010.0,15.0,1277.0,75.0,1211.0,71.0,H,0.0,25.0,57.0,3.0,11.0,22.0,31.0,13.0,31.0,15.0,20.0,6.0,5.0,22.0,25.0,70.0,4.0,18.0,17.0,21.0,15.0,23.0,12.0,11.0,9.0,3.0,24.0
34344,2010.0,15.0,1281.0,83.0,1404.0,68.0,H,0.0,31.0,70.0,4.0,21.0,17.0,24.0,23.0,25.0,14.0,21.0,14.0,8.0,17.0,24.0,62.0,5.0,14.0,15.0,21.0,15.0,20.0,11.0,23.0,9.0,2.0,19.0
34345,2010.0,15.0,1307.0,97.0,1308.0,87.0,A,0.0,32.0,65.0,12.0,26.0,21.0,31.0,12.0,29.0,20.0,12.0,2.0,2.0,25.0,25.0,56.0,10.0,29.0,27.0,36.0,7.0,26.0,15.0,14.0,5.0,2.0,28.0
34347,2010.0,15.0,1325.0,93.0,1299.0,82.0,H,0.0,30.0,68.0,12.0,28.0,21.0,26.0,15.0,31.0,21.0,14.0,11.0,4.0,19.0,27.0,65.0,8.0,34.0,20.0,26.0,10.0,24.0,14.0,16.0,7.0,4.0,21.0
34349,2010.0,15.0,1330.0,98.0,1255.0,59.0,H,0.0,38.0,72.0,10.0,14.0,12.0,16.0,18.0,30.0,22.0,10.0,8.0,2.0,17.0,24.0,60.0,1.0,16.0,10.0,18.0,11.0,19.0,12.0,13.0,3.0,1.0,17.0
34350,2010.0,15.0,1338.0,71.0,1127.0,46.0,H,0.0,27.0,54.0,10.0,23.0,7.0,12.0,11.0,21.0,24.0,6.0,6.0,2.0,13.0,17.0,41.0,5.0,15.0,7.0,11.0,5.0,21.0,10.0,13.0,0.0,2.0,15.0
34352,2010.0,15.0,1364.0,66.0,1451.0,57.0,H,0.0,17.0,48.0,5.0,15.0,27.0,39.0,8.0,35.0,9.0,12.0,5.0,4.0,15.0,19.0,64.0,7.0,38.0,12.0,18.0,14.0,28.0,11.0,9.0,4.0,6.0,28.0
34353,2010.0,15.0,1373.0,59.0,1318.0,53.0,H,0.0,20.0,52.0,2.0,13.0,17.0,27.0,13.0,27.0,12.0,15.0,10.0,4.0,12.0,22.0,63.0,5.0,20.0,4.0,8.0,16.0,26.0,8.0,16.0,5.0,1.0,21.0
34357,2010.0,15.0,1397.0,124.0,1421.0,49.0,H,0.0,46.0,77.0,16.0,29.0,16.0,21.0,11.0,33.0,34.0,12.0,13.0,5.0,21.0,16.0,67.0,1.0,16.0,16.0,24.0,22.0,22.0,7.0,29.0,9.0,3.0,19.0
34363,2010.0,15.0,1459.0,60.0,1208.0,57.0,A,0.0,21.0,55.0,6.0,17.0,12.0,14.0,12.0,25.0,9.0,9.0,7.0,2.0,20.0,22.0,55.0,2.0,14.0,11.0,20.0,15.0,24.0,13.0,10.0,2.0,8.0,14.0
34364,2010.0,15.0,1462.0,101.0,1132.0,57.0,H,0.0,35.0,54.0,12.0,19.0,19.0,26.0,10.0,33.0,19.0,13.0,3.0,4.0,17.0,24.0,65.0,5.0,13.0,4.0,13.0,11.0,15.0,17.0,7.0,5.0,0.0,19.0
34368,2010.0,16.0,1139.0,67.0,1321.0,54.0,A,0.0,25.0,53.0,9.0,26.0,8.0,16.0,10.0,21.0,17.0,10.0,10.0,2.0,18.0,19.0,46.0,7.0,23.0,9.0,12.0,8.0,22.0,15.0,16.0,2.0,3.0,14.0
